Booking_ID,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN01849,0,1,34,2018,4,22,Online,105.3,Not_Canceled
INN01850,0,1,0,2017,12,19,Online,75,Not_Canceled
INN01851,2,4,169,2018,7,13,Offline,72.25,Not_Canceled
INN01852,1,4,176,2018,8,1,Online,130.05,Canceled
INN01853,1,5,9,2018,3,28,Online,127.67,Not_Canceled
INN01854,1,2,168,2018,4,22,Online,85,Canceled
INN01855,1,2,4,2018,12,9,Online,118.67,Not_Canceled
INN01856,2,2,132,2017,12,20,Online,55.63,Not_Canceled
INN01857,2,4,69,2018,6,12,Online,120,Canceled
INN01858,0,2,74,2017,9,18,Offline,101.5,Not_Canceled
INN01859,0,2,192,2018,6,24,Offline,95,Not_Canceled
INN01860,1,3,47,2018,6,16,Online,140.4,Canceled
INN01861,1,1,36,2018,5,14,Online,159.3,Canceled
INN01862,2,3,34,2017,10,15,Online,94.3,Not_Canceled
INN01863,2,2,14,2017,9,4,Online,113,Not_Canceled
INN01864,1,4,183,2018,8,3,Online,112,Canceled
INN01865,2,3,210,2018,8,7,Online,90.95,Not_Canceled
INN01866,1,1,22,2018,4,30,Online,172,Canceled
INN01867,1,1,158,2018,12,24,Online,79.2,Canceled
INN01868,1,0,4,2018,5,23,Offline,144,Not_Canceled
INN01869,0,3,5,2017,11,4,Offline,70,Not_Canceled
INN01870,0,1,11,2018,11,5,Online,150,Canceled
INN01871,0,3,34,2018,10,26,Offline,100,Not_Canceled
INN01872,1,1,33,2018,1,25,Corporate,62,Canceled
INN01873,0,1,83,2018,6,14,Online,167.4,Not_Canceled
INN01874,1,0,263,2017,9,21,Offline,67,Not_Canceled
INN01875,0,2,119,2018,3,29,Offline,83,Not_Canceled
INN01876,1,1,89,2018,10,3,Online,113.4,Not_Canceled
INN01877,0,2,217,2018,8,10,Online,96.3,Canceled
INN01878,1,3,193,2018,7,25,Online,90.95,Not_Canceled
INN01879,2,2,91,2018,4,2,Online,59.37,Not_Canceled
INN01880,5,15,117,2017,7,7,Online,48.6,Canceled
INN01881,2,2,64,2018,9,4,Online,103.95,Not_Canceled
INN01882,0,2,377,2018,10,14,Offline,90,Not_Canceled
INN01883,0,1,255,2018,6,3,Online,80.85,Canceled
INN01884,0,1,110,2017,7,23,Offline,98.2,Not_Canceled
INN01885,0,1,11,2018,5,25,Online,99,Not_Canceled
INN01886,2,8,13,2018,1,20,Online,81.7,Not_Canceled
INN01887,0,1,60,2018,7,12,Online,105.3,Canceled
INN01888,0,2,101,2018,7,22,Online,142.2,Canceled
INN01889,0,1,11,2018,11,5,Online,130,Canceled
INN01890,0,2,7,2018,3,2,Offline,65,Not_Canceled
INN01891,0,4,296,2018,9,21,Online,117,Canceled
INN01892,2,8,150,2018,7,14,Online,131.75,Canceled
INN01893,2,5,213,2018,6,30,Online,92.29,Not_Canceled
INN01894,1,0,39,2018,4,24,Online,94.5,Not_Canceled
INN01895,0,3,11,2018,6,14,Corporate,90,Not_Canceled
INN01896,1,2,58,2017,11,13,Online,79.2,Not_Canceled
INN01897,0,4,223,2018,8,30,Online,90.95,Canceled
INN01898,2,1,93,2018,10,15,Online,115,Canceled
INN01899,0,3,13,2018,11,17,Online,105,Not_Canceled
INN01900,2,2,71,2018,5,1,Online,132.6,Canceled
INN01901,0,2,7,2018,7,12,Offline,147.3,Not_Canceled
INN01902,1,1,63,2018,5,14,Online,210.6,Canceled
INN01903,0,1,10,2017,8,22,Online,97,Not_Canceled
INN01904,0,1,9,2018,7,20,Online,108,Not_Canceled
INN01905,0,3,0,2017,8,5,Online,90,Not_Canceled
INN01906,0,4,176,2018,7,12,Online,90.95,Canceled
INN01907,0,2,117,2018,8,12,Online,112.5,Not_Canceled
INN01908,0,0,247,2018,6,6,Online,0,Not_Canceled
INN01909,0,3,50,2018,2,24,Offline,74,Not_Canceled
INN01910,0,4,6,2018,3,29,Corporate,65,Not_Canceled
INN01911,0,4,97,2018,9,6,Online,125.1,Not_Canceled
INN01912,0,2,64,2018,1,19,Online,65.36,Not_Canceled
INN01913,2,2,147,2018,7,15,Online,89.25,Not_Canceled
INN01914,1,1,159,2018,4,9,Offline,70,Not_Canceled
INN01915,1,2,305,2018,11,4,Online,89,Canceled
INN01916,1,1,174,2017,10,10,Online,70,Canceled
INN01917,0,3,147,2017,12,29,Online,72.25,Canceled
INN01918,0,1,28,2018,4,6,Corporate,90,Not_Canceled
INN01919,1,2,189,2018,10,28,Online,96.3,Not_Canceled
INN01920,0,2,102,2017,10,16,Offline,109,Not_Canceled
INN01921,2,2,60,2018,11,25,Offline,75,Not_Canceled
INN01922,1,3,63,2018,2,15,Offline,58,Not_Canceled
INN01923,0,3,97,2017,9,3,Online,89.25,Not_Canceled
INN01924,2,2,193,2018,7,31,Offline,72.25,Not_Canceled
INN01925,0,2,39,2017,8,14,Offline,87,Not_Canceled
INN01926,1,0,258,2018,10,16,Online,110,Canceled
INN01927,2,2,25,2018,11,12,Online,100.3,Not_Canceled
INN01928,2,2,76,2018,4,30,Online,132.6,Not_Canceled
INN01929,1,0,5,2018,9,26,Complementary,0,Not_Canceled
INN01930,0,3,158,2018,7,7,Online,131.8,Canceled
INN01931,2,1,44,2018,4,23,Offline,85,Not_Canceled
INN01932,0,2,377,2018,10,14,Online,115,Canceled
INN01933,0,2,50,2018,2,12,Online,62.29,Not_Canceled
INN01934,0,2,7,2018,2,26,Online,93,Not_Canceled
INN01935,0,3,38,2017,12,31,Offline,118,Not_Canceled
INN01936,1,2,31,2018,2,8,Online,72.9,Canceled
INN01937,0,3,58,2018,1,27,Offline,81,Not_Canceled
INN01938,2,1,5,2017,8,15,Offline,116.5,Not_Canceled
INN01939,2,1,117,2017,8,1,Offline,94.5,Not_Canceled
INN01940,2,2,59,2018,12,11,Online,119,Not_Canceled
INN01941,0,2,54,2018,5,6,Online,116.1,Canceled
INN01942,2,1,26,2018,9,18,Offline,95,Not_Canceled
INN01943,0,2,63,2018,8,9,Online,144.9,Not_Canceled
INN01944,0,1,443,2018,4,29,Online,65,Canceled
INN01945,2,1,52,2018,5,15,Online,140.4,Not_Canceled
INN01946,1,0,13,2018,12,5,Online,96,Not_Canceled
INN01947,0,1,0,2018,12,17,Corporate,50,Not_Canceled
INN01948,1,3,35,2017,11,2,Offline,60,Not_Canceled
INN01949,0,1,19,2017,9,19,Online,124,Not_Canceled
INN01950,1,4,336,2018,9,21,Offline,78,Not_Canceled
INN01951,2,1,20,2018,1,31,Offline,66,Not_Canceled
INN01952,2,1,12,2017,12,5,Offline,64,Not_Canceled
INN01953,0,1,3,2018,6,10,Offline,120,Not_Canceled
INN01954,0,1,21,2018,7,5,Corporate,84,Not_Canceled
INN01955,0,5,19,2018,2,23,Offline,87,Not_Canceled
INN01956,0,4,178,2018,10,26,Online,90.9,Not_Canceled
INN01957,0,4,6,2018,12,28,Online,110.5,Not_Canceled
INN01958,0,1,4,2018,12,16,Offline,70,Not_Canceled
INN01959,2,5,288,2018,12,22,Online,67.25,Canceled
INN01960,1,2,219,2017,9,4,Offline,76.67,Not_Canceled
INN01961,0,3,190,2018,11,3,Online,90.9,Canceled
INN01962,2,2,18,2018,9,18,Online,110.4,Canceled
INN01963,2,1,23,2018,1,2,Offline,87,Not_Canceled
INN01964,1,2,167,2018,8,26,Online,90.9,Canceled
INN01965,2,5,79,2018,9,3,Offline,95,Not_Canceled
INN01966,0,1,62,2018,5,7,Online,140.4,Canceled
INN01967,1,4,5,2018,8,22,Online,155,Not_Canceled
INN01968,1,0,0,2018,9,25,Online,160,Not_Canceled
INN01969,0,2,0,2017,8,19,Online,97,Not_Canceled
INN01970,2,1,10,2017,12,5,Online,79.39,Not_Canceled
INN01971,0,3,43,2018,1,14,Online,86.75,Canceled
INN01972,2,1,68,2018,6,18,Offline,80.75,Not_Canceled
INN01973,1,2,12,2017,10,5,Offline,75,Not_Canceled
INN01974,0,2,99,2018,2,19,Corporate,81,Not_Canceled
INN01975,1,3,75,2018,3,17,Online,80,Canceled
INN01976,4,10,26,2018,12,1,Online,66.29,Canceled
INN01977,0,2,39,2018,11,22,Online,88,Not_Canceled
INN01978,0,1,55,2018,4,6,Offline,104,Not_Canceled
INN01979,2,4,115,2018,10,15,Online,132.3,Canceled
INN01980,0,3,71,2018,6,14,Offline,120,Not_Canceled
INN01981,2,1,5,2018,5,15,Offline,125,Not_Canceled
INN01982,0,2,103,2018,4,19,Online,115,Canceled
INN01983,1,2,4,2018,10,28,Online,233.33,Canceled
INN01984,0,3,144,2018,9,15,Online,162,Canceled
INN01985,1,2,1,2017,8,21,Online,90,Not_Canceled
INN01986,1,0,3,2018,4,11,Corporate,65,Not_Canceled
INN01987,0,0,43,2017,10,17,Online,0,Not_Canceled
INN01988,1,1,35,2018,5,16,Online,179.01,Canceled
INN01989,1,0,141,2017,9,20,Offline,90,Not_Canceled
INN01990,0,1,4,2018,1,6,Online,86,Not_Canceled
INN01991,1,3,147,2018,7,7,Online,138.55,Canceled
INN01992,2,2,231,2018,8,28,Online,90.95,Canceled
INN01993,0,3,48,2018,10,4,Online,108,Canceled
INN01994,0,2,93,2018,6,3,Online,159.3,Not_Canceled
INN01995,1,1,53,2018,10,17,Online,108,Not_Canceled
INN01996,0,3,37,2018,10,13,Offline,105,Not_Canceled
INN01997,1,2,302,2018,9,16,Online,100,Canceled
INN01998,2,2,229,2018,10,22,Online,89.25,Canceled
INN01999,2,3,160,2018,11,20,Online,85,Canceled
INN02000,1,3,52,2018,11,14,Online,82.08,Not_Canceled
INN02001,1,4,129,2018,5,11,Online,112.03,Canceled
INN02002,0,1,197,2018,10,28,Online,168.3,Canceled
INN02003,0,4,134,2018,7,12,Online,89.85,Not_Canceled
INN02004,1,3,77,2018,4,11,Online,90.95,Not_Canceled
INN02005,1,2,24,2018,2,26,Online,109.33,Canceled
INN02006,0,2,257,2017,7,1,Online,101.5,Canceled
INN02007,2,4,139,2018,8,19,Online,139.2,Not_Canceled
INN02008,1,2,30,2018,2,12,Online,68.7,Canceled
INN02009,2,1,13,2018,9,4,Online,160,Not_Canceled
INN02010,0,2,320,2018,8,18,Offline,90,Not_Canceled
INN02011,0,2,74,2017,9,18,Offline,109,Not_Canceled
INN02012,2,1,143,2018,7,2,Offline,112,Not_Canceled
INN02013,1,0,0,2018,5,9,Online,89,Canceled
INN02014,0,2,265,2018,6,24,Offline,90,Not_Canceled
INN02015,2,0,386,2018,10,23,Online,115,Canceled
INN02016,2,2,122,2018,7,9,Online,105.83,Not_Canceled
INN02017,0,2,15,2017,11,10,Online,107,Not_Canceled
INN02018,0,2,102,2017,10,16,Online,101.5,Canceled
INN02019,0,2,19,2018,3,18,Online,109,Not_Canceled
INN02020,0,2,35,2017,10,16,Offline,89.28,Not_Canceled
INN02021,0,2,27,2017,9,30,Offline,108,Not_Canceled
INN02022,2,1,116,2018,2,28,Online,61,Canceled
INN02023,1,2,133,2018,3,11,Offline,42.17,Not_Canceled
INN02024,0,1,0,2018,9,20,Online,180,Not_Canceled
INN02025,0,3,25,2018,8,2,Online,139,Canceled
INN02026,2,3,192,2018,10,28,Online,164.63,Canceled
INN02027,0,1,213,2018,12,17,Online,67.5,Not_Canceled
INN02028,1,1,44,2018,5,23,Complementary,0,Not_Canceled
INN02029,2,1,5,2018,4,17,Offline,95.2,Not_Canceled
INN02030,1,3,85,2018,10,6,Offline,85,Not_Canceled
INN02031,0,2,211,2018,5,20,Online,100,Canceled
INN02032,1,1,7,2018,12,17,Online,78,Not_Canceled
INN02033,0,2,320,2018,8,18,Online,115,Canceled
INN02034,1,1,301,2018,7,30,Online,115,Canceled
INN02035,0,2,292,2018,7,21,Online,115,Canceled
INN02036,1,0,1,2018,4,18,Online,99,Not_Canceled
INN02037,1,0,100,2018,7,4,Online,112.5,Not_Canceled
INN02038,0,1,0,2018,12,21,Offline,65,Not_Canceled
INN02039,0,2,50,2018,9,2,Online,142.2,Canceled
INN02040,0,2,25,2018,2,16,Online,66.22,Not_Canceled
INN02041,1,2,30,2017,10,23,Online,118.2,Not_Canceled
INN02042,2,5,156,2018,8,13,Online,171.96,Canceled
INN02043,0,3,43,2017,10,29,Online,90.9,Not_Canceled
INN02044,1,3,319,2018,12,29,Online,113.9,Canceled
INN02045,0,3,8,2017,9,8,Online,87.78,Not_Canceled
INN02046,0,2,377,2018,10,14,Offline,90,Not_Canceled
INN02047,0,2,177,2018,7,27,Online,82.96,Canceled
INN02048,1,3,54,2018,3,17,Online,89.46,Canceled
INN02049,1,0,199,2018,8,28,Online,85.5,Canceled
INN02050,0,2,36,2017,10,13,Offline,75.6,Not_Canceled
INN02051,3,5,10,2018,5,29,Corporate,110,Not_Canceled
INN02052,0,3,144,2018,8,24,Online,131.7,Canceled
INN02053,0,3,44,2018,10,20,Online,113.7,Not_Canceled
INN02054,0,2,73,2018,6,9,Online,126.9,Not_Canceled
INN02055,2,1,42,2018,10,2,Online,97.02,Not_Canceled
INN02056,0,2,53,2017,12,29,Online,81,Not_Canceled
INN02057,2,3,42,2018,8,25,Online,140.58,Not_Canceled
INN02058,2,0,386,2018,10,23,Online,115,Canceled
INN02059,2,2,44,2018,3,20,Online,134.93,Not_Canceled
INN02060,1,3,88,2018,10,10,Online,151.2,Canceled
INN02061,0,1,0,2018,7,23,Online,103.32,Not_Canceled
INN02062,0,1,6,2017,9,24,Offline,77,Not_Canceled
INN02063,1,2,66,2018,9,2,Online,87.3,Not_Canceled
INN02064,2,1,26,2018,6,11,Offline,95,Not_Canceled
INN02065,0,2,257,2017,7,1,Online,101.5,Canceled
INN02066,1,4,32,2017,10,5,Online,97.92,Not_Canceled
INN02067,0,1,23,2018,12,16,Online,104,Not_Canceled
INN02068,1,1,33,2018,1,25,Corporate,64,Not_Canceled
INN02069,1,3,164,2018,5,2,Online,99.45,Canceled
INN02070,0,1,0,2018,6,3,Online,120,Not_Canceled
INN02071,2,1,10,2018,6,26,Online,112.33,Canceled
INN02072,1,3,124,2018,4,14,Online,87.55,Canceled
INN02073,0,2,138,2018,11,25,Online,79.2,Not_Canceled
INN02074,1,1,72,2018,11,12,Online,95.4,Canceled
INN02075,2,5,36,2018,3,8,Online,71.1,Canceled
INN02076,0,3,203,2018,9,27,Online,116.1,Canceled
INN02077,1,3,12,2018,10,31,Online,129.25,Not_Canceled
INN02078,1,1,22,2018,3,21,Online,129,Canceled
INN02079,1,1,190,2018,4,9,Offline,70,Not_Canceled
INN02080,0,4,111,2018,5,4,Online,122.1,Not_Canceled
INN02081,0,2,12,2017,9,9,Online,80.85,Not_Canceled
INN02082,0,3,44,2018,3,9,Online,71.1,Not_Canceled
INN02083,3,7,17,2018,2,19,Online,107.7,Canceled
INN02084,2,5,0,2018,1,10,Online,41.84,Not_Canceled
INN02085,1,1,249,2018,8,27,Online,86.62,Canceled
INN02086,1,1,25,2018,11,14,Online,88,Not_Canceled
INN02087,1,3,143,2018,8,25,Offline,112.45,Not_Canceled
INN02088,0,3,259,2018,5,5,Online,90,Canceled
INN02089,0,0,12,2018,8,16,Online,0,Not_Canceled
INN02090,0,1,1,2017,12,31,Online,135,Not_Canceled
INN02091,1,3,35,2018,9,5,Online,110.16,Not_Canceled
INN02092,0,5,140,2017,12,29,Offline,70,Not_Canceled
INN02093,1,0,2,2018,5,30,Online,131,Not_Canceled
INN02094,0,3,76,2017,7,7,Online,76.5,Canceled
INN02095,0,3,110,2018,11,2,Online,85.87,Not_Canceled
INN02096,1,4,26,2018,4,18,Offline,133.8,Not_Canceled
INN02097,1,0,57,2018,7,18,Online,84.6,Not_Canceled
INN02098,2,1,87,2018,10,23,Offline,80.75,Not_Canceled
INN02099,2,1,145,2018,1,3,Offline,65,Not_Canceled
INN02100,1,3,92,2018,6,20,Online,81.95,Not_Canceled
INN02101,2,1,216,2018,8,27,Online,96.3,Not_Canceled
INN02102,0,1,1,2018,2,19,Corporate,91,Not_Canceled
INN02103,1,0,6,2017,10,12,Corporate,65,Not_Canceled
INN02104,2,5,152,2018,8,20,Online,91.93,Canceled
INN02105,2,1,4,2018,9,18,Online,130.4,Canceled
INN02106,0,3,433,2018,9,8,Online,70,Canceled
INN02107,0,3,213,2018,6,7,Online,130,Canceled
INN02108,1,2,64,2018,11,18,Online,162.4,Not_Canceled
INN02109,2,5,83,2017,7,6,Online,76.5,Canceled
INN02110,0,4,40,2018,11,2,Offline,75,Not_Canceled
INN02111,1,0,198,2018,7,17,Online,86.75,Canceled
INN02112,2,3,86,2018,8,4,Online,82.45,Canceled
INN02113,1,3,115,2018,5,2,Offline,90.95,Not_Canceled
INN02114,0,2,265,2018,6,24,Online,115,Canceled
INN02115,0,1,40,2018,7,26,Offline,125,Not_Canceled
INN02116,0,3,90,2018,7,13,Offline,102.25,Not_Canceled
INN02117,0,3,113,2018,9,14,Online,129.6,Canceled
INN02118,2,1,46,2018,10,30,Offline,75,Not_Canceled
INN02119,0,2,53,2018,11,11,Online,79.2,Not_Canceled
INN02120,1,2,10,2017,8,24,Online,90,Not_Canceled
INN02121,2,1,138,2017,8,22,Offline,72.5,Not_Canceled
INN02122,2,1,153,2018,12,10,Online,90,Not_Canceled
INN02123,1,2,43,2018,2,26,Online,88.5,Not_Canceled
INN02124,0,3,213,2018,6,7,Online,130,Canceled
INN02125,1,4,35,2018,8,29,Online,127.62,Canceled
INN02126,1,2,112,2018,3,21,Online,58.9,Not_Canceled
INN02127,0,1,46,2017,10,10,Offline,118.8,Not_Canceled
INN02128,1,2,64,2018,11,18,Online,96,Not_Canceled
INN02129,0,1,5,2018,2,10,Corporate,66,Not_Canceled
INN02130,0,4,18,2018,2,24,Online,79,Canceled
INN02131,1,3,69,2018,4,18,Online,110.08,Not_Canceled
INN02132,0,1,6,2018,11,24,Corporate,65,Not_Canceled
INN02133,0,1,8,2018,7,28,Corporate,65,Not_Canceled
INN02134,0,3,1,2017,9,29,Online,109.85,Not_Canceled
INN02135,1,3,47,2017,10,1,Online,103.05,Not_Canceled
INN02136,1,2,87,2017,9,18,Online,89.25,Not_Canceled
INN02137,2,2,169,2018,4,22,Online,106,Canceled
INN02138,0,2,54,2018,11,11,Online,83.7,Not_Canceled
INN02139,1,2,18,2018,8,15,Online,191,Not_Canceled
INN02140,0,3,36,2018,6,29,Online,110.8,Canceled
INN02141,1,3,11,2018,3,3,Online,138,Canceled
INN02142,0,2,74,2017,9,18,Offline,109,Not_Canceled
INN02143,2,2,99,2017,10,30,Online,65,Canceled
INN02144,0,2,211,2018,5,20,Online,100,Canceled
INN02145,2,1,6,2017,10,10,Offline,65,Not_Canceled
INN02146,0,2,39,2018,3,4,Online,77.5,Not_Canceled
INN02147,2,0,5,2018,2,28,Corporate,66,Not_Canceled
INN02148,1,1,301,2018,7,30,Online,115,Canceled
INN02149,1,3,228,2018,10,20,Online,123.25,Not_Canceled
INN02150,1,1,212,2018,10,17,Online,128.7,Canceled
INN02151,0,5,230,2018,9,6,Online,111,Canceled
INN02152,2,7,193,2018,7,13,Online,90.95,Canceled
INN02153,2,5,197,2018,8,16,Offline,82.45,Not_Canceled
INN02154,1,2,66,2017,10,9,Offline,75,Not_Canceled
INN02155,0,3,246,2018,9,8,Online,81.77,Canceled
INN02156,2,0,0,2017,10,4,Online,126,Not_Canceled
INN02157,0,3,13,2018,12,6,Online,154,Not_Canceled
INN02158,2,1,172,2018,8,21,Online,107.1,Canceled
INN02159,2,2,10,2017,8,29,Online,156,Canceled
INN02160,1,3,235,2018,10,27,Online,106.25,Canceled
INN02161,0,3,60,2018,3,3,Online,87.3,Canceled
INN02162,0,3,143,2018,8,25,Offline,100,Not_Canceled
INN02163,2,2,105,2018,5,22,Online,119.85,Canceled
INN02164,2,2,98,2018,4,9,Online,86.7,Canceled
INN02165,0,1,16,2018,5,25,Offline,107,Not_Canceled
INN02166,2,2,8,2017,10,18,Online,136,Not_Canceled
INN02167,2,2,8,2018,5,28,Online,130.48,Canceled
INN02168,0,1,55,2018,7,7,Corporate,79,Not_Canceled
INN02169,1,2,207,2018,12,30,Offline,95,Not_Canceled
INN02170,1,2,305,2018,11,4,Online,89,Canceled
INN02171,1,3,83,2018,5,2,Offline,80.75,Not_Canceled
INN02172,0,3,56,2018,11,23,Online,93.6,Canceled
INN02173,0,3,59,2017,11,19,Offline,60,Not_Canceled
INN02174,0,2,65,2018,9,9,Online,149.4,Not_Canceled
INN02175,1,2,59,2018,10,7,Online,171.72,Canceled
INN02176,0,1,39,2018,12,27,Offline,65,Not_Canceled
INN02177,1,1,6,2018,4,4,Online,61,Not_Canceled
INN02178,0,2,63,2018,8,30,Online,174.6,Not_Canceled
INN02179,1,0,3,2018,8,7,Online,121,Not_Canceled
INN02180,0,3,106,2018,7,27,Offline,82.45,Not_Canceled
INN02181,0,3,27,2018,12,6,Online,142,Not_Canceled
INN02182,2,1,10,2018,10,2,Offline,85,Not_Canceled
INN02183,2,5,108,2018,4,2,Online,74.89,Not_Canceled
INN02184,1,0,14,2018,2,8,Online,90,Not_Canceled
INN02185,0,1,31,2018,10,7,Online,157.5,Not_Canceled
INN02186,0,2,80,2017,10,9,Offline,136,Not_Canceled
INN02187,0,1,36,2017,9,18,Offline,85,Not_Canceled
INN02188,2,4,122,2018,6,30,Online,98.03,Not_Canceled
INN02189,1,3,137,2018,4,18,Online,80.75,Not_Canceled
INN02190,0,4,0,2018,2,23,Online,112,Not_Canceled
INN02191,2,3,35,2018,8,19,Online,219.6,Canceled
INN02192,0,1,63,2018,7,28,Online,137.7,Not_Canceled
INN02193,0,1,0,2018,2,19,Corporate,80,Not_Canceled
INN02194,2,1,173,2018,9,10,Online,143.1,Canceled
INN02195,0,1,2,2018,4,20,Corporate,67,Not_Canceled
INN02196,1,2,66,2017,10,9,Online,75,Canceled
INN02197,2,3,90,2018,12,24,Online,74.8,Not_Canceled
INN02198,2,3,49,2018,8,20,Online,168.3,Canceled
INN02199,1,1,268,2018,8,6,Online,105.25,Canceled
INN02200,0,3,50,2018,8,30,Online,181.8,Not_Canceled
INN02201,0,2,63,2017,9,4,Offline,80.5,Not_Canceled
INN02202,5,15,90,2017,7,7,Online,48.6,Canceled
INN02203,1,1,91,2018,10,3,Online,113.4,Not_Canceled
INN02204,2,2,166,2018,9,30,Online,102.6,Canceled
INN02205,0,3,75,2018,11,17,Online,79.2,Not_Canceled
INN02206,1,2,0,2018,4,15,Online,101,Not_Canceled
INN02207,0,1,0,2018,9,1,Complementary,0,Not_Canceled
INN02208,0,5,230,2018,9,6,Online,137,Canceled
INN02209,1,0,35,2017,9,14,Online,86.4,Not_Canceled
INN02210,1,0,166,2018,6,26,Online,96.3,Not_Canceled
INN02211,1,1,105,2018,8,6,Online,107.1,Not_Canceled
INN02212,1,2,19,2017,10,12,Online,126,Not_Canceled
INN02213,0,3,33,2018,3,15,Online,71.1,Not_Canceled
INN02214,2,4,76,2018,10,12,Online,135,Canceled
INN02215,2,2,121,2018,9,24,Online,129.6,Not_Canceled
INN02216,0,1,40,2018,7,26,Offline,125,Not_Canceled
INN02217,1,1,145,2018,7,23,Online,142.2,Not_Canceled
INN02218,1,1,17,2018,10,29,Online,149,Not_Canceled
INN02219,2,2,133,2018,5,29,Online,99.66,Not_Canceled
INN02220,1,2,18,2018,9,9,Online,145,Not_Canceled
INN02221,0,1,22,2018,3,22,Online,135,Canceled
INN02222,2,2,32,2018,5,8,Online,92.83,Not_Canceled
INN02223,0,2,177,2018,6,3,Online,100,Canceled
INN02224,2,2,34,2018,10,7,Online,153,Not_Canceled
INN02225,1,4,168,2018,8,1,Online,99.45,Canceled
INN02226,0,2,40,2018,6,29,Online,87.32,Not_Canceled
INN02227,2,1,15,2018,3,5,Online,84.33,Not_Canceled
INN02228,2,3,170,2018,4,8,Offline,78,Not_Canceled
INN02229,1,2,49,2018,8,15,Online,152.1,Canceled
INN02230,0,4,65,2018,4,27,Offline,80.75,Not_Canceled
INN02231,0,2,5,2018,11,4,Online,140,Not_Canceled
INN02232,0,1,6,2018,11,9,Corporate,179.38,Not_Canceled
INN02233,2,1,126,2018,5,7,Online,114.3,Not_Canceled
INN02234,2,0,29,2018,3,6,Online,100.7,Canceled
INN02235,0,2,9,2018,2,12,Online,81,Not_Canceled
INN02236,2,1,15,2017,10,31,Online,117,Not_Canceled
INN02237,0,1,3,2018,8,20,Online,140,Not_Canceled
INN02238,4,8,10,2018,11,20,Online,96.92,Canceled
INN02239,0,1,158,2018,9,16,Online,126.9,Canceled
INN02240,2,5,4,2018,12,2,Online,97.75,Not_Canceled
INN02241,2,1,62,2018,12,24,Online,79.2,Not_Canceled
INN02242,0,4,0,2017,10,7,Online,159.75,Not_Canceled
INN02243,0,1,14,2018,11,10,Offline,99,Not_Canceled
INN02244,0,2,23,2017,10,16,Online,98.4,Not_Canceled
INN02245,0,2,172,2018,6,24,Online,95,Canceled
INN02246,0,1,71,2018,6,9,Online,126.9,Canceled
INN02247,2,1,12,2018,2,14,Offline,87,Not_Canceled
INN02248,2,5,296,2018,7,24,Online,104.4,Canceled
INN02249,0,2,56,2017,9,17,Offline,82,Not_Canceled
INN02250,1,2,40,2018,1,22,Online,73.9,Not_Canceled
INN02251,0,1,1,2018,1,29,Online,79,Not_Canceled
INN02252,0,2,181,2018,10,11,Online,120,Canceled
INN02253,1,1,247,2018,6,6,Online,115,Canceled
INN02254,1,1,174,2017,10,10,Online,70,Canceled
INN02255,1,1,88,2017,10,5,Offline,112.2,Not_Canceled
INN02256,0,2,256,2018,6,15,Online,115,Canceled
INN02257,2,7,120,2018,5,31,Online,109.65,Canceled
INN02258,1,0,27,2018,9,19,Online,118.15,Canceled
INN02259,1,2,40,2018,10,24,Offline,85,Not_Canceled
INN02260,0,3,71,2018,6,14,Offline,120,Not_Canceled
INN02261,1,4,57,2018,10,31,Online,131.58,Canceled
INN02262,0,2,29,2018,12,2,Corporate,85,Not_Canceled
INN02263,1,2,1,2017,11,27,Offline,80,Not_Canceled
INN02264,1,1,1,2018,5,28,Online,130,Not_Canceled
INN02265,0,1,3,2018,1,8,Online,78.3,Not_Canceled
INN02266,1,3,64,2018,6,20,Online,68.61,Not_Canceled
INN02267,0,1,75,2018,7,30,Online,127.8,Not_Canceled
INN02268,1,3,127,2018,4,18,Online,53.25,Not_Canceled
INN02269,2,4,82,2017,9,19,Online,89.25,Not_Canceled
INN02270,0,2,256,2018,6,15,Online,115,Canceled
INN02271,1,0,166,2018,6,26,Online,96.3,Not_Canceled
INN02272,1,2,91,2018,9,30,Offline,80,Not_Canceled
INN02273,5,10,11,2018,5,9,Aviation,95,Canceled
INN02274,0,2,192,2018,6,24,Offline,95,Not_Canceled
INN02275,2,1,55,2018,6,26,Online,95.1,Not_Canceled
INN02276,0,1,2,2018,2,6,Online,81,Not_Canceled
INN02277,0,2,9,2018,2,12,Online,127,Not_Canceled
INN02278,1,0,69,2017,10,4,Online,68.72,Not_Canceled
INN02279,1,0,2,2018,4,25,Online,119,Not_Canceled
INN02280,0,1,443,2018,4,29,Online,65,Canceled
INN02281,0,3,166,2018,11,1,Online,110,Canceled
INN02282,1,2,418,2018,9,26,Online,107,Canceled
INN02283,1,0,151,2018,6,27,Online,200,Canceled
INN02284,0,5,128,2018,10,11,Online,132.3,Canceled
INN02285,2,2,134,2017,12,4,Offline,65,Not_Canceled
INN02286,2,2,56,2018,4,23,Online,130.05,Canceled
INN02287,2,3,294,2018,11,12,Online,70.55,Canceled
INN02288,2,2,157,2018,8,28,Offline,80.75,Not_Canceled
INN02289,1,3,281,2018,10,3,Online,108.8,Canceled
INN02290,0,3,14,2018,4,7,Online,126,Canceled
INN02291,0,2,39,2017,8,14,Offline,109,Not_Canceled
INN02292,0,3,14,2018,2,25,Offline,118,Not_Canceled
